date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:56:00	71327/71327	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jun%202017%2005:55:55%20GMT	https://jobify-demos.astoundify.com/extended/shop/enterprise/	D:/emp/jobify-demos.astoundify.com/extended/shop/enterprise/index.html	(from https://jobify-demos.astoundify.com/extended/shop/)
05:56:01	68064/68064	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jun%202017%2005:55:58%20GMT	https://jobify-demos.astoundify.com/extended/shop/corporate/	D:/emp/jobify-demos.astoundify.com/extended/shop/corporate/index.html	(from https://jobify-demos.astoundify.com/extended/shop/)
05:56:01	71196/71196	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jun%202017%2005:55:59%20GMT	https://jobify-demos.astoundify.com/extended/shop/small-team/	D:/emp/jobify-demos.astoundify.com/extended/shop/small-team/index.html	(from https://jobify-demos.astoundify.com/extended/shop/)
05:56:03	1291/1291	---MCZ	200	added ('OK')	application/javascript	etag:W/%2250b-54fbd6befc00f-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/woocommerce/assets/js/jquery-ui-touch-punch/jquery-ui-touch-punch.min.js?ver=3.0.7	D:/emp/17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/woocommerce/assets/js/jquery-ui-touch-punch/jquery-ui-touch-punch.min8571.js	(from https://jobify-demos.astoundify.com/extended/shop/)
05:56:06	3340/3340	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d0c-54fbd6befcfaf-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/woocommerce/assets/js/accounting/accounting.min.js?ver=0.4.2	D:/emp/17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/woocommerce/assets/js/accounting/accounting.minaffb.js	(from https://jobify-demos.astoundify.com/extended/shop/)
05:56:07	1941/1941	---MCZ	200	added ('OK')	application/javascript	etag:W/%22795-54fbd6befdf4f-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/woocommerce/assets/js/frontend/price-slider.min.js?ver=3.0.7	D:/emp/17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/woocommerce/assets/js/frontend/price-slider.min8571.js	(from https://jobify-demos.astoundify.com/extended/shop/)
05:56:08	2264/2264	---MCZ	200	added ('OK')	application/json	date:Fri,%2016%20Jun%202017%2005:56:07%20GMT	https://jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Fcart-2%2F	D:/emp/jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed9fcc.json	(from https://jobify-demos.astoundify.com/extended/cart-2/)
05:56:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Jun%202017%2005:56:07%20GMT	https://jobify-demos.astoundify.com/extended/?p=2452	D:/emp/jobify-demos.astoundify.com/extended/indexe31a.html	(from https://jobify-demos.astoundify.com/extended/cart-2/)
05:56:08	753/753	---M-Z	200	added ('OK')	application/rss+xml	etag:%221e22903ec630c699055e300fb1c968bd-gzip%22	https://jobify-demos.astoundify.com/extended/cart-2/feed/	D:/emp/jobify-demos.astoundify.com/extended/cart-2/feed/index.html	(from https://jobify-demos.astoundify.com/extended/cart-2/)
05:56:10	2357/2357	---M-Z	200	added ('OK')	text/xml	date:Fri,%2016%20Jun%202017%2005:56:10%20GMT	https://jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Fcart-2%2F&format=xml	D:/emp/jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed279d	(from https://jobify-demos.astoundify.com/extended/cart-2/)
05:56:12	3114/3114	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c2a-54fbd6befdf4f-gzip%22	http://17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/woocommerce/assets/js/frontend/country-select.min.js?ver=3.0.7	D:/emp/17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/woocommerce/assets/js/frontend/country-select.min8571.js	(from https://jobify-demos.astoundify.com/extended/cart-2/)
05:56:13	2336/2336	---MCZ	200	added ('OK')	application/javascript	etag:W/%22920-54fbd6befdf4f-gzip%22	http://17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/woocommerce/assets/js/frontend/address-i18n.min.js?ver=3.0.7	D:/emp/17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/woocommerce/assets/js/frontend/address-i18n.min8571.js	(from https://jobify-demos.astoundify.com/extended/cart-2/)
05:56:14	6804/6804	---MCZ	200	added ('OK')	application/javascript	etag:W/%221a94-54fbd6befdf4f-gzip%22	http://17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/woocommerce/assets/js/frontend/cart.min.js?ver=3.0.7	D:/emp/17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/woocommerce/assets/js/frontend/cart.min8571.js	(from https://jobify-demos.astoundify.com/extended/cart-2/)
05:56:15	7260/7260	---M-Z	200	added ('OK')	application/rss+xml	etag:%22f707949f82167d7d4dcb86caeea04f34-gzip%22	https://jobify-demos.astoundify.com/extended/testimonials/feed/	D:/emp/jobify-demos.astoundify.com/extended/testimonials/feed/index.html	(from https://jobify-demos.astoundify.com/extended/testimonials/)
05:56:16	2301/2301	---MCZ	200	added ('OK')	application/json	date:Fri,%2016%20Jun%202017%2005:56:15%20GMT	https://jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Ffrequently-asked-questions%2F	D:/emp/jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embedd594.json	(from https://jobify-demos.astoundify.com/extended/frequently-asked-questions/)
05:56:16	2394/2394	---M-Z	200	added ('OK')	text/xml	date:Fri,%2016%20Jun%202017%2005:56:16%20GMT	https://jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Ffrequently-asked-questions%2F&format=xml	D:/emp/jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed79eb	(from https://jobify-demos.astoundify.com/extended/frequently-asked-questions/)
05:56:17	2310/2310	---MCZ	200	added ('OK')	application/json	date:Fri,%2016%20Jun%202017%2005:56:17%20GMT	https://jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Fprivacy-policy%2F	D:/emp/jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embedcfaf.json	(from https://jobify-demos.astoundify.com/extended/privacy-policy/)
05:56:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Jun%202017%2005:56:17%20GMT	https://jobify-demos.astoundify.com/extended/?p=1948	D:/emp/jobify-demos.astoundify.com/extended/index0c06.html	(from https://jobify-demos.astoundify.com/extended/frequently-asked-questions/)
05:56:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Jun%202017%2005:56:17%20GMT	https://jobify-demos.astoundify.com/extended/?p=1762	D:/emp/jobify-demos.astoundify.com/extended/indexd108.html	(from https://jobify-demos.astoundify.com/extended/privacy-policy/)
05:56:19	2403/2403	---M-Z	200	added ('OK')	text/xml	date:Fri,%2016%20Jun%202017%2005:56:19%20GMT	https://jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Fprivacy-policy%2F&format=xml	D:/emp/jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed0d4c	(from https://jobify-demos.astoundify.com/extended/privacy-policy/)
05:56:20	2340/2340	---MCZ	200	added ('OK')	application/json	date:Fri,%2016%20Jun%202017%2005:56:19%20GMT	https://jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Fterms-and-conditions%2F	D:/emp/jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed75ec.json	(from https://jobify-demos.astoundify.com/extended/terms-and-conditions/)
05:56:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Jun%202017%2005:56:20%20GMT	https://jobify-demos.astoundify.com/extended/?p=1760	D:/emp/jobify-demos.astoundify.com/extended/indexfa5e.html	(from https://jobify-demos.astoundify.com/extended/terms-and-conditions/)
05:56:20	2433/2433	---M-Z	200	added ('OK')	text/xml	date:Fri,%2016%20Jun%202017%2005:56:20%20GMT	https://jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Fterms-and-conditions%2F&format=xml	D:/emp/jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embedb604	(from https://jobify-demos.astoundify.com/extended/terms-and-conditions/)
05:56:21	2273/2273	---MCZ	200	added ('OK')	application/json	date:Fri,%2016%20Jun%202017%2005:56:21%20GMT	https://jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Fsignup%2F	D:/emp/jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embedf67f.json	(from https://jobify-demos.astoundify.com/extended/signup/)
05:56:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Jun%202017%2005:56:21%20GMT	https://jobify-demos.astoundify.com/extended/?p=1673	D:/emp/jobify-demos.astoundify.com/extended/indexfeb6.html	(from https://jobify-demos.astoundify.com/extended/signup/)
05:56:22	2366/2366	---M-Z	200	added ('OK')	text/xml	date:Fri,%2016%20Jun%202017%2005:56:22%20GMT	https://jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Fsignup%2F&format=xml	D:/emp/jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed2972	(from https://jobify-demos.astoundify.com/extended/signup/)
05:56:25	324/324	---MCZ	200	added ('OK')	application/javascript	etag:W/%22144-54fae34f616c0-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-includes/js/zxcvbn-async.min.js?ver=1.0	D:/emp/17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-includes/js/zxcvbn-async.min5152.js	(from https://jobify-demos.astoundify.com/extended/signup/)
05:56:26	784/784	---M-Z	200	added ('OK')	application/javascript	etag:%22310-54fae34f616c0-gzip%22	https://jobify-demos.astoundify.com/extended/wp-admin/js/password-strength-meter.min.js?ver=4.7.5	D:/emp/jobify-demos.astoundify.com/extended/wp-admin/js/password-strength-meter.min66f2.js	(from https://jobify-demos.astoundify.com/extended/signup/)
05:56:27	14871/14871	---MCZ	200	added ('OK')	text/css	etag:W/%223a17-54fbd6befb06f-gzip%22	http://17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/woocommerce/assets/css/select2.css?ver=3.0.7	D:/emp/17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/woocommerce/assets/css/select28571.css	(from https://jobify-demos.astoundify.com/extended/my-account/)
05:56:28	2290/2290	---MCZ	200	added ('OK')	application/json	date:Fri,%2016%20Jun%202017%2005:56:27%20GMT	https://jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Fmy-account%2F	D:/emp/jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embedbcef.json	(from https://jobify-demos.astoundify.com/extended/my-account/)
05:56:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Jun%202017%2005:56:27%20GMT	https://jobify-demos.astoundify.com/extended/?p=99991207	D:/emp/jobify-demos.astoundify.com/extended/indexbc7f.html	(from https://jobify-demos.astoundify.com/extended/my-account/)
05:56:29	2383/2383	---M-Z	200	added ('OK')	text/xml	date:Fri,%2016%20Jun%202017%2005:56:28%20GMT	https://jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Fmy-account%2F&format=xml	D:/emp/jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embedf05b	(from https://jobify-demos.astoundify.com/extended/my-account/)
05:56:31	75005/75005	---MCZ	200	added ('OK')	application/javascript	etag:W/%22124fd-54fbd6befc00f-gzip%22	http://17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/woocommerce/assets/js/select2/select2.full.min.js?ver=4.0.3	D:/emp/17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/woocommerce/assets/js/select2/select2.full.minfa0c.js	(from https://jobify-demos.astoundify.com/extended/my-account/)
05:56:32	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2016%20Jun%202017%2005:56:30%20GMT	https://jobify-demos.astoundify.com/extended/?wc-api=auth&start=facebook&return=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Fmy-account%2F	D:/emp/jobify-demos.astoundify.com/extended/indexf894.html	(from https://jobify-demos.astoundify.com/extended/my-account/)
05:56:32	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2016%20Jun%202017%2005:56:30%20GMT	https://jobify-demos.astoundify.com/extended/?wc-api=auth&start=twitter&return=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Fmy-account%2F	D:/emp/jobify-demos.astoundify.com/extended/index4644.html	(from https://jobify-demos.astoundify.com/extended/my-account/)
05:56:32	61422/61422	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jun%202017%2005:56:29%20GMT	https://jobify-demos.astoundify.com/extended/my-account/lost-password/	D:/emp/jobify-demos.astoundify.com/extended/my-account/lost-password/index.html	(from https://jobify-demos.astoundify.com/extended/my-account/)
05:56:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Jun%202017%2005:56:33%20GMT	https://jobify-demos.astoundify.com/extended/?p=3350	D:/emp/jobify-demos.astoundify.com/extended/index70b5.html	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:56:35	80076/80076	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jun%202017%2005:56:33%20GMT	https://jobify-demos.astoundify.com/extended/job/web-developer/	D:/emp/jobify-demos.astoundify.com/extended/job/web-developer/index.html	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:56:35	2479/2479	---MCZ	200	added ('OK')	application/json	date:Fri,%2016%20Jun%202017%2005:56:34%20GMT	https://jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Fjob%2Fsurround%2F	D:/emp/jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed9f8a.json	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:56:36	2605/2605	---M-Z	200	added ('OK')	text/xml	date:Fri,%2016%20Jun%202017%2005:56:36%20GMT	https://jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Fjob%2Fsurround%2F&format=xml	D:/emp/jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed14f9	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:56:38	60223/60223	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jun%202017%2005:56:37%20GMT	https://jobify-demos.astoundify.com/extended/job-region/new-york/	D:/emp/jobify-demos.astoundify.com/extended/job-region/new-york/index.html	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:56:42	33656/33656	---M--	200	added ('OK')	image/jpeg	etag:%228378-53166afd5c180%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/uploads/sites/3/2014/03/company-logo-sspace.jpg	D:/emp/17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/uploads/sites/3/2014/03/company-logo-sspace.jpg	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:56:43	77998/77998	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jun%202017%2005:56:42%20GMT	https://jobify-demos.astoundify.com/extended/job-category/design/	D:/emp/jobify-demos.astoundify.com/extended/job-category/design/index.html	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:56:43	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2016%20Jun%202017%2005:56:42%20GMT	https://jobify-demos.astoundify.com/extended/job/surround/?share=email	D:/emp/jobify-demos.astoundify.com/extended/job/surround/index3081.html	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:56:44	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2016%20Jun%202017%2005:56:43%20GMT	https://jobify-demos.astoundify.com/extended/job/surround/?share=linkedin	D:/emp/jobify-demos.astoundify.com/extended/job/surround/index9f21.html	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:56:44	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2016%20Jun%202017%2005:56:43%20GMT	https://jobify-demos.astoundify.com/extended/job/surround/?share=google-plus-1	D:/emp/jobify-demos.astoundify.com/extended/job/surround/index386f.html	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:56:44	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2016%20Jun%202017%2005:56:43%20GMT	https://jobify-demos.astoundify.com/extended/job/surround/?share=facebook	D:/emp/jobify-demos.astoundify.com/extended/job/surround/index5a58.html	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:56:45	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2016%20Jun%202017%2005:56:44%20GMT	https://jobify-demos.astoundify.com/extended/job/surround/?share=twitter	D:/emp/jobify-demos.astoundify.com/extended/job/surround/index9a7b.html	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:56:45	1412/1412	---M--	200	added ('OK')	image/gif	etag:%22584-54fbd6bddfd14%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/ninja-forms/deprecated/images/question-ico.gif	D:/emp/17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/ninja-forms/deprecated/images/question-ico.gif	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:56:47	7814/7814	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jun%202017%2005:56:46%20GMT	https://jobify-demos.astoundify.com/extended/wp-login.php?redirect_to=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Fjob%2Fsurround%2F	D:/emp/jobify-demos.astoundify.com/extended/wp-login7079.html	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:56:51	87769/87769	---M--	200	added ('OK')	image/jpeg	etag:%22156d9-53117fb7d6be7%22	https://jobify-demos.astoundify.com/classic/wp-content/uploads/sites/2/2014/03/hero-job-image.jpg	D:/emp/jobify-demos.astoundify.com/classic/wp-content/uploads/sites/2/2014/03/hero-job-image.jpg	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:56:55	3768/3768	---MCZ	200	added ('OK')	text/css	etag:W/%22eb8-54fbd6bddaef3-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/ninja-forms/deprecated/css/qtip.css?ver=4.7.5	D:/emp/17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/ninja-forms/deprecated/css/qtip66f2.css	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:56:57	1112/1112	---MCZ	200	added ('OK')	text/css	etag:W/%22458-54fbd6bddaef3-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/ninja-forms/deprecated/css/jquery.rating.css?ver=4.7.5	D:/emp/17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/ninja-forms/deprecated/css/jquery.rating66f2.css	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:57:04	6527/6527	---MCZ	200	added ('OK')	application/javascript	etag:W/%22197f-54fae34f616c0-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	D:/emp/17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-includes/js/jquery/ui/position.mine899.js	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:57:05	21427/21427	---MCZ	200	added ('OK')	application/javascript	etag:W/%2253b3-54fbd6bdded74-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/ninja-forms/deprecated/js/min/jquery.qtip.min.js?ver=4.7.5	D:/emp/17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/ninja-forms/deprecated/js/min/jquery.qtip.min66f2.js	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:57:06	19075/19075	---MCZ	200	added ('OK')	application/javascript	etag:W/%224a83-54fbd6bdded74-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/ninja-forms/deprecated/js/min/ninja-forms-display.min.js?nf_ver=3.1.2&ver=4.7.5	D:/emp/17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/ninja-forms/deprecated/js/min/ninja-forms-display.minbcae.js	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:57:08	15152/15152	---MCZ	200	added ('OK')	application/javascript	etag:W/%223b30-5317710116d00-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/jetpack-sharing/sharedaddy/sharing.js?ver=3.9.6	D:/emp/17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/plugins/jetpack-sharing/sharedaddy/sharing5219.js	(from https://jobify-demos.astoundify.com/extended/job/surround/)
05:57:11	2517/2517	---MCZ	200	added ('OK')	application/json	date:Fri,%2016%20Jun%202017%2005:57:09%20GMT	https://jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Fjob%2Fsenior-ux-designer%2F	D:/emp/jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embedb9c9.json	(from https://jobify-demos.astoundify.com/extended/job/senior-ux-designer/)
05:57:11	80147/80147	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jun%202017%2005:57:09%20GMT	https://jobify-demos.astoundify.com/extended/job/api-engineer/	D:/emp/jobify-demos.astoundify.com/extended/job/api-engineer/index.html	(from https://jobify-demos.astoundify.com/extended/job/senior-ux-designer/)
05:57:12	80419/80419	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jun%202017%2005:57:10%20GMT	https://jobify-demos.astoundify.com/extended/job/front-end-developer-digital-arts/	D:/emp/jobify-demos.astoundify.com/extended/job/front-end-developer-digital-arts/index.html	(from https://jobify-demos.astoundify.com/extended/job/senior-ux-designer/)
05:57:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Jun%202017%2005:57:10%20GMT	https://jobify-demos.astoundify.com/extended/?p=3340	D:/emp/jobify-demos.astoundify.com/extended/index1366.html	(from https://jobify-demos.astoundify.com/extended/job/senior-ux-designer/)
05:57:13	2643/2643	---M-Z	200	added ('OK')	text/xml	date:Fri,%2016%20Jun%202017%2005:57:12%20GMT	https://jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Fjob%2Fsenior-ux-designer%2F&format=xml	D:/emp/jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed2e74	(from https://jobify-demos.astoundify.com/extended/job/senior-ux-designer/)
05:57:15	12124/12124	---M--	200	added ('OK')	image/png	etag:%222f5c-5316d67d8a1c0%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/uploads/sites/3/2014/03/company-logo-airbnb.png	D:/emp/17314-presscdn-0-16-pagely.netdna-ssl.com/extended/wp-content/uploads/sites/3/2014/03/company-logo-airbnb.png	(from https://jobify-demos.astoundify.com/extended/job/senior-ux-designer/)
05:57:15	7824/7824	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jun%202017%2005:57:15%20GMT	https://jobify-demos.astoundify.com/extended/wp-login.php?redirect_to=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Fjob%2Fsenior-ux-designer%2F	D:/emp/jobify-demos.astoundify.com/extended/wp-login0ad2.html	(from https://jobify-demos.astoundify.com/extended/job/senior-ux-designer/)
05:58:21	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2016%20Jun%202017%2005:57:15%20GMT	https://jobify-demos.astoundify.com/extended/job/senior-ux-designer/?share=email	D:/emp/jobify-demos.astoundify.com/extended/job/senior-ux-designer/index3081.html	(from https://jobify-demos.astoundify.com/extended/job/senior-ux-designer/)
05:58:21	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2016%20Jun%202017%2005:57:16%20GMT	https://jobify-demos.astoundify.com/extended/job/senior-ux-designer/?share=linkedin	D:/emp/jobify-demos.astoundify.com/extended/job/senior-ux-designer/index9f21.html	(from https://jobify-demos.astoundify.com/extended/job/senior-ux-designer/)
05:58:21	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2016%20Jun%202017%2005:57:16%20GMT	https://jobify-demos.astoundify.com/extended/job/senior-ux-designer/?share=google-plus-1	D:/emp/jobify-demos.astoundify.com/extended/job/senior-ux-designer/index386f.html	(from https://jobify-demos.astoundify.com/extended/job/senior-ux-designer/)
05:58:22	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2016%20Jun%202017%2005:57:17%20GMT	https://jobify-demos.astoundify.com/extended/job/senior-ux-designer/?share=facebook	D:/emp/jobify-demos.astoundify.com/extended/job/senior-ux-designer/index5a58.html	(from https://jobify-demos.astoundify.com/extended/job/senior-ux-designer/)
05:58:25	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2016%20Jun%202017%2005:58:25%20GMT	https://jobify-demos.astoundify.com/extended/job/senior-ux-designer/?share=twitter	D:/emp/jobify-demos.astoundify.com/extended/job/senior-ux-designer/index9a7b.html	(from https://jobify-demos.astoundify.com/extended/job/senior-ux-designer/)
05:58:26	2488/2488	---MCZ	200	added ('OK')	application/json	date:Fri,%2016%20Jun%202017%2005:58:25%20GMT	https://jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Fjob%2Fart-director%2F	D:/emp/jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embedbc56.json	(from https://jobify-demos.astoundify.com/extended/job/art-director/)
05:58:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2016%20Jun%202017%2005:58:25%20GMT	https://jobify-demos.astoundify.com/extended/?p=3354	D:/emp/jobify-demos.astoundify.com/extended/index21b3.html	(from https://jobify-demos.astoundify.com/extended/job/art-director/)
05:58:27	2614/2614	---M-Z	200	added ('OK')	text/xml	date:Fri,%2016%20Jun%202017%2005:58:27%20GMT	https://jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fextended%2Fjob%2Fart-director%2F&format=xml	D:/emp/jobify-demos.astoundify.com/extended/wp-json/oembed/1.0/embed0a66	(from https://jobify-demos.astoundify.com/extended/job/art-director/)
